borough,ats code,location_name,grade_level,bldg_id,bldg_name,address,room_nuber,sqft,room_function,shared_with_other_schools,Insidevoutside,space_used,_location,_latitude,_longitude
Manhattan,05M036,P.S. 036 Margaret Douglas,Elementary,M036,P.S. 36 - MANHATTAN,123 MORNINGSIDE DRIVE,261,340,ADAPTIVE PHYSICAL EDUCATION,FALSE,Inside,FALSE,"123 MORNINGSIDE DRIVE, Manhattan, New York, NY, USA",40.810612,-73.957417
Manhattan,05M036,P.S. 036 Margaret Douglas,Elementary,M036,P.S. 36 - MANHATTAN,123 MORNINGSIDE DRIVE,OUTDOOR YARD 1,1522,OUTDOOR YARD,FALSE,Outside,FALSE,"123 MORNINGSIDE DRIVE, Manhattan, New York, NY, USA",40.810612,-73.957417
Manhattan,05M036,P.S. 036 Margaret Douglas,Elementary,M036,P.S. 36 - MANHATTAN,123 MORNINGSIDE DRIVE,OUTDOOR YARD 2,680,OUTDOOR YARD,FALSE,Outside,FALSE,"123 MORNINGSIDE DRIVE, Manhattan, New York, NY, USA",40.810612,-73.957417
Manhattan,05M092,P.S. 092 Mary McLeod Bethune,Elementary,M092,P.S. 92 - MANHATTAN,222 WEST 134 STREET,GYM,4032,GYMNASIUM,TRUE,Inside,FALSE,"222 WEST 134 STREET, Manhattan, New York, NY, USA",40.814947,-73.945473
Manhattan,05M092,P.S. 092 Mary McLeod Bethune,Elementary,M092,P.S. 92 - MANHATTAN,222 WEST 134 STREET,OUTDOOR YARD 1,21079,OUTDOOR YARD,TRUE,Outside,FALSE,"222 WEST 134 STREET, Manhattan, New York, NY, USA",40.814947,-73.945473
Manhattan,05M125,P.S. 125 Ralph Bunche,Elementary,M125,P.S. 125 - MANHATTAN,425 WEST 123 STREET,E.GYM,3825,GYMNASIUM,TRUE,Inside,FALSE,"425 WEST 123 STREET, Manhattan, New York, NY, USA",40.810803,-73.956092
Manhattan,05M125,P.S. 125 Ralph Bunche,Elementary,M125,P.S. 125 - MANHATTAN,425 WEST 123 STREET,POOL,3720,SWIMMING POOL,FALSE,Inside,FALSE,"425 WEST 123 STREET, Manhattan, New York, NY, USA",40.810803,-73.956092
Manhattan,05M125,P.S. 125 Ralph Bunche,Elementary,M125,P.S. 125 - MANHATTAN,425 WEST 123 STREET,W.GYM,3825,GYMNASIUM,TRUE,Inside,FALSE,"425 WEST 123 STREET, Manhattan, New York, NY, USA",40.810803,-73.956092
Manhattan,05M133,P.S. 133 Fred R Moore,Elementary,M133,P.S. 133 - MANHATTAN,2121 5 AVENUE,241,693,DANCE ROOM,FALSE,Inside,FALSE,"2121 5 AVENUE, Manhattan, New York, NY, USA",40.809655,-73.938961
Manhattan,05M133,P.S. 133 Fred R Moore,Elementary,M133,P.S. 133 - MANHATTAN,2121 5 AVENUE,GYM,3600,GYMNASIUM,FALSE,Inside,FALSE,"2121 5 AVENUE, Manhattan, New York, NY, USA",40.809655,-73.938961
Manhattan,05M133,P.S. 133 Fred R Moore,Elementary,M133,P.S. 133 - MANHATTAN,2121 5 AVENUE,OUTDOOR YARD 2,33257,OUTDOOR YARD,FALSE,Outside,FALSE,"2121 5 AVENUE, Manhattan, New York, NY, USA",40.809655,-73.938961
Manhattan,05M154,P.S. 154 Harriet Tubman,Elementary,M154,P.S. 154 - MANHATTAN,250 WEST 127 STREET,223,378,AUXILIARY EXERCISE ROOM,FALSE,Inside,FALSE,"250 WEST 127 STREET, Manhattan, New York, NY, USA",40.810539,-73.948552
Manhattan,05M154,P.S. 154 Harriet Tubman,Elementary,M154,P.S. 154 - MANHATTAN,250 WEST 127 STREET,GYM,4730,GYMNASIUM,TRUE,Inside,FALSE,"250 WEST 127 STREET, Manhattan, New York, NY, USA",40.810539,-73.948552
Manhattan,05M154,P.S. 154 Harriet Tubman,Elementary,M154,P.S. 154 - MANHATTAN,250 WEST 127 STREET,OUTDOOR YARD 1,32240,OUTDOOR YARD,TRUE,Outside,FALSE,"250 WEST 127 STREET, Manhattan, New York, NY, USA",40.810539,-73.948552
Manhattan,05M175,P.S. 175 Henry H Garnet,Elementary,M175,P.S. 175 - MANHATTAN,175 WEST 134 STREET,GYM.,3740,GYMNASIUM,TRUE,Inside,FALSE,"175 WEST 134 STREET, Manhattan, New York, NY, USA",40.814406,-73.942685
Manhattan,05M175,P.S. 175 Henry H Garnet,Elementary,M175,P.S. 175 - MANHATTAN,175 WEST 134 STREET,OUTDOOR YARD 1,32400,OUTDOOR YARD,FALSE,Outside,FALSE,"175 WEST 134 STREET, Manhattan, New York, NY, USA",40.814406,-73.942685
Manhattan,05M194,P.S. 194 Countee Cullen,Elementary,M194,P.S. 194 - MANHATTAN,244 WEST 144 STREET,221,572,MULTI-PURPOSE CLASSROOM,FALSE,Inside,TRUE,"244 WEST 144 STREET, Manhattan, New York, NY, USA",40.821228,-73.940693
Manhattan,05M194,P.S. 194 Countee Cullen,Elementary,M194,P.S. 194 - MANHATTAN,244 WEST 144 STREET,221,572,MULTI-PURPOSE CLASSROOM,FALSE,Inside,TRUE,"244 WEST 144 STREET, Manhattan, New York, NY, USA",40.821228,-73.940693
Manhattan,05M194,P.S. 194 Countee Cullen,Elementary,M194,P.S. 194 - MANHATTAN,244 WEST 144 STREET,GYM,4176,GYMNASIUM,TRUE,Inside,FALSE,"244 WEST 144 STREET, Manhattan, New York, NY, USA",40.821228,-73.940693
Manhattan,05M194,P.S. 194 Countee Cullen,Elementary,M194,P.S. 194 - MANHATTAN,244 WEST 144 STREET,OUTDOOR YARD 1,22000,OUTDOOR YARD,TRUE,Outside,FALSE,"244 WEST 144 STREET, Manhattan, New York, NY, USA",40.821228,-73.940693
Manhattan,05M197,P.S. 197 John B. Russwurm,Elementary,M197,P.S. 197 - MANHATTAN,2230 5 AVENUE,GYM,3942,GYMNASIUM,TRUE,Inside,FALSE,"2230 5 AVENUE, Manhattan, New York, NY, USA",40.813302,-73.93783
Manhattan,05M197,P.S. 197 John B. Russwurm,Elementary,M197,P.S. 197 - MANHATTAN,2230 5 AVENUE,OUTDOOR YARD 1,4275,OUTDOOR YARD,TRUE,Outside,FALSE,"2230 5 AVENUE, Manhattan, New York, NY, USA",40.813302,-73.93783
Manhattan,05M200,P.S. 200- The James Mccune Smith School,Elementary,M200,P.S. 200 (TANDEM M010) - MANHATTAN,2589 7 AVENUE,330/332,1344,DANCE ROOM,FALSE,Inside,FALSE,"2589 7 AVENUE, Manhattan, New York, NY, USA",40.823895,-73.935702
Manhattan,05M200,P.S. 200- The James Mccune Smith School,Elementary,M200,P.S. 200 (TANDEM M010) - MANHATTAN,2589 7 AVENUE,OUTDOOR YARD 1,5520,OUTDOOR YARD,FALSE,Outside,FALSE,"2589 7 AVENUE, Manhattan, New York, NY, USA",40.823895,-73.935702
Manhattan,05M200,P.S. 200- The James Mccune Smith School,Elementary,M200,P.S. 200 (TANDEM M010) - MANHATTAN,2589 7 AVENUE,OUTDOOR YARD 2,1038,OUTDOOR YARD,FALSE,Outside,FALSE,"2589 7 AVENUE, Manhattan, New York, NY, USA",40.823895,-73.935702
Manhattan,05M318,Thurgood Marshall Academy Lower School,Elementary,M371,P.S. 318 - MANHATTAN,276 WEST 151ST STREET,OUTDOOR YARD 1,5000,OUTDOOR YARD,FALSE,Outside,FALSE,"276 WEST 151 STREET, Manhattan, New York, NY, USA",40.825859,-73.937799
Manhattan,06M004,P.S. 004 Duke Ellington,Elementary,M004,P.S. 4 - MANHATTAN,500 WEST 160 STREET,122,2668,GYMNASIUM,FALSE,Inside,FALSE,"500 WEST 160 STREET, Manhattan, New York, NY, USA",40.834871,-73.941639
Manhattan,06M005,P.S. 005 Ellen Lurie,Elementary,M005,P.S. 5 - MANHATTAN,3703 TENTH AVENUE,129,3306,GYMNASIUM,FALSE,Inside,FALSE,"3703 TENTH AVENUE, Manhattan, New York, NY, USA",40.858086,-73.922198
Manhattan,06M005,P.S. 005 Ellen Lurie,Elementary,M005,P.S. 5 - MANHATTAN,3703 TENTH AVENUE,316,675,MULTI-PURPOSE CLASSROOM,FALSE,Inside,TRUE,"3703 TENTH AVENUE, Manhattan, New York, NY, USA",40.858086,-73.922198
Manhattan,06M005,P.S. 005 Ellen Lurie,Elementary,M005,P.S. 5 - MANHATTAN,3703 TENTH AVENUE,OUTDOOR YARD 1,6966,OUTDOOR YARD,FALSE,Outside,FALSE,"3703 TENTH AVENUE, Manhattan, New York, NY, USA",40.858086,-73.922198
Manhattan,06M005,P.S. 005 Ellen Lurie,Elementary,M005,P.S. 5 - MANHATTAN,3703 TENTH AVENUE,OUTDOOR YARD 2,1000,OUTDOOR YARD,FALSE,Outside,FALSE,"3703 TENTH AVENUE, Manhattan, New York, NY, USA",40.858086,-73.922198
Manhattan,06M008,P.S. 008 Luis Belliard,Elementary,M008,P.S. 8 - MANHATTAN,465 WEST 167 STREET,121/GYM,2592,GYMNASIUM,FALSE,Inside,FALSE,"465 WEST 167 STREET, Manhattan, New York, NY, USA",40.839155,-73.936597
Manhattan,06M008,P.S. 008 Luis Belliard,Elementary,M008,P.S. 8 - MANHATTAN,465 WEST 167 STREET,OUTDOOR YARD 1,1953,OUTDOOR YARD,FALSE,Outside,FALSE,"465 WEST 167 STREET, Manhattan, New York, NY, USA",40.839155,-73.936597
Manhattan,06M008,P.S. 008 Luis Belliard,Elementary,M008,P.S. 8 - MANHATTAN,465 WEST 167 STREET,OUTDOOR YARD 2,118,OUTDOOR YARD,FALSE,Outside,FALSE,"465 WEST 167 STREET, Manhattan, New York, NY, USA",40.839155,-73.936597
Manhattan,06M028,P.S. 028 Wright Brothers,Elementary,M028,P.S. 28 - MANHATTAN,475 WEST 155 STREET,145,3990,GYMNASIUM,FALSE,Inside,FALSE,"475 WEST 155 STREET, Manhattan, New York, NY, USA",40.831639,-73.942402
Manhattan,06M028,P.S. 028 Wright Brothers,Elementary,M028,P.S. 28 - MANHATTAN,475 WEST 155 STREET,OUTDOOR YARD 1,800,OUTDOOR YARD,FALSE,Outside,FALSE,"475 WEST 155 STREET, Manhattan, New York, NY, USA",40.831639,-73.942402
Manhattan,06M098,P.S. 098 Shorac Kappock,Elementary,M098,P.S. 98 - MANHATTAN,512 WEST 212 STREET,206,588,MULTI-PURPOSE CLASSROOM,FALSE,Inside,TRUE,"512 WEST 212 STREET, Manhattan, New York, NY, USA",40.867772,-73.917527
Manhattan,06M098,P.S. 098 Shorac Kappock,Elementary,M098,P.S. 98 - MANHATTAN,512 WEST 212 STREET,206,588,MULTI-PURPOSE CLASSROOM,FALSE,Inside,TRUE,"512 WEST 212 STREET, Manhattan, New York, NY, USA",40.867772,-73.917527
Manhattan,06M098,P.S. 098 Shorac Kappock,Elementary,M098,P.S. 98 - MANHATTAN,512 WEST 212 STREET,DANCERM,4482,GYMNASIUM,FALSE,Inside,FALSE,"512 WEST 212 STREET, Manhattan, New York, NY, USA",40.867772,-73.917527
Manhattan,06M098,P.S. 098 Shorac Kappock,Elementary,M098,P.S. 98 - MANHATTAN,512 WEST 212 STREET,OUTDOOR YARD 1,7050,OUTDOOR YARD,FALSE,Outside,FALSE,"512 WEST 212 STREET, Manhattan, New York, NY, USA",40.867772,-73.917527
Manhattan,06M103,Dos Puentes Elementary School,Elementary,M132,P.S. 132 - MANHATTAN,185 WADSWORTH AVENUE,409,600,DANCE ROOM,FALSE,Inside,FALSE,"185 WADSWORTH AVENUE, Manhattan, New York, NY, USA",40.850523,-73.933968
Manhattan,06M103,Dos Puentes Elementary School,Elementary,M132,P.S. 132 - MANHATTAN,185 WADSWORTH AVENUE,511,1155,GYMNASIUM,TRUE,Inside,FALSE,"185 WADSWORTH AVENUE, Manhattan, New York, NY, USA",40.850523,-73.933968
Manhattan,06M103,Dos Puentes Elementary School,Elementary,M132,P.S. 132 - MANHATTAN,185 WADSWORTH AVENUE,514,598,MULTI-PURPOSE CLASSROOM,FALSE,Inside,TRUE,"185 WADSWORTH AVENUE, Manhattan, New York, NY, USA",40.850523,-73.933968
Manhattan,06M103,Dos Puentes Elementary School,Elementary,M132,P.S. 132 - MANHATTAN,185 WADSWORTH AVENUE,CAF,6912,MULTI-PURPOSE NON CLASSROOM,FALSE,Inside,TRUE,"185 WADSWORTH AVENUE, Manhattan, New York, NY, USA",40.850523,-73.933968
Manhattan,06M115,P.S. 115 Alexander Humboldt,Elementary,M115,P.S. 115 - MANHATTAN,586 WEST 177 STREET,GYM-FR,1472,GYMNASIUM,TRUE,Inside,FALSE,"586 WEST 177 STREET, Manhattan, New York, NY, USA",40.84633,-73.935142
Manhattan,06M115,P.S. 115 Alexander Humboldt,Elementary,M115,P.S. 115 - MANHATTAN,586 WEST 177 STREET,GYM-RE,3799,GYMNASIUM,TRUE,Inside,FALSE,"586 WEST 177 STREET, Manhattan, New York, NY, USA",40.84633,-73.935142
Manhattan,06M115,P.S. 115 Alexander Humboldt,Elementary,M115,P.S. 115 - MANHATTAN,586 WEST 177 STREET,OUTDOOR YARD 1,1000,OUTDOOR YARD,FALSE,Outside,FALSE,"586 WEST 177 STREET, Manhattan, New York, NY, USA",40.84633,-73.935142
Manhattan,06M128,P.S. 128 Audubon,Elementary,M128,P.S. 128 - MANHATTAN,560 WEST 169 STREET,120,624,DANCE ROOM,FALSE,Inside,FALSE,"560 WEST 169 STREET, Manhattan, New York, NY, USA",40.840965,-73.938751
Manhattan,06M128,P.S. 128 Audubon,Elementary,M128,P.S. 128 - MANHATTAN,560 WEST 169 STREET,123,3850,GYMNASIUM,TRUE,Inside,FALSE,"560 WEST 169 STREET, Manhattan, New York, NY, USA",40.840965,-73.938751
Manhattan,06M128,P.S. 128 Audubon,Elementary,M128,P.S. 128 - MANHATTAN,560 WEST 169 STREET,2,1375,MULTI-PURPOSE ROOM,FALSE,Inside,TRUE,"560 WEST 169 STREET, Manhattan, New York, NY, USA",40.840965,-73.938751
Manhattan,06M128,P.S. 128 Audubon,Elementary,M128,P.S. 128 - MANHATTAN,560 WEST 169 STREET,OUTDOOR YARD 1,1200,OUTDOOR YARD,TRUE,Outside,FALSE,"560 WEST 169 STREET, Manhattan, New York, NY, USA",40.840965,-73.938751
Manhattan,06M132,P.S. 132 Juan Pablo Duarte,Elementary,M132,P.S. 132 - MANHATTAN,185 WADSWORTH AVENUE,511,1155,GYMNASIUM,TRUE,Inside,FALSE,"185 WADSWORTH AVENUE, Manhattan, New York, NY, USA",40.850523,-73.933968
Manhattan,06M152,P.S. 152 Dyckman Valley,Elementary,M152,P.S. 152 - MANHATTAN,93 NAGLE AVENUE,107,5076,MULTI-PURPOSE NON CLASSROOM,FALSE,Inside,TRUE,"93 NAGLE AVENUE, Manhattan, New York, NY, USA",40.860153,-73.927604
Manhattan,06M152,P.S. 152 Dyckman Valley,Elementary,M152,P.S. 152 - MANHATTAN,93 NAGLE AVENUE,354,4234,GYMNASIUM,FALSE,Inside,FALSE,"93 NAGLE AVENUE, Manhattan, New York, NY, USA",40.860153,-73.927604
Manhattan,06M152,P.S. 152 Dyckman Valley,Elementary,M152,P.S. 152 - MANHATTAN,93 NAGLE AVENUE,354,4234,GYMNASIUM,FALSE,Inside,FALSE,"93 NAGLE AVENUE, Manhattan, New York, NY, USA",40.860153,-73.927604
Manhattan,06M152,P.S. 152 Dyckman Valley,Elementary,M152,P.S. 152 - MANHATTAN,93 NAGLE AVENUE,OUTDOOR YARD 1,13135,OUTDOOR YARD,FALSE,Outside,FALSE,"93 NAGLE AVENUE, Manhattan, New York, NY, USA",40.860153,-73.927604
Manhattan,06M153,P.S. 153 Adam Clayton Powell,Elementary,M153,P.S. 153 - MANHATTAN,1750 AMSTERDAM AVENUE,146,1232,DANCE ROOM,FALSE,Inside,FALSE,"1750 AMSTERDAM AVENUE, Manhattan, New York, NY, USA",40.826456,-73.947463
Manhattan,06M153,P.S. 153 Adam Clayton Powell,Elementary,M153,P.S. 153 - MANHATTAN,1750 AMSTERDAM AVENUE,315,264,ADAPTIVE PHYSICAL EDUCATION,FALSE,Inside,FALSE,"1750 AMSTERDAM AVENUE, Manhattan, New York, NY, USA",40.826456,-73.947463
Manhattan,06M153,P.S. 153 Adam Clayton Powell,Elementary,M153,P.S. 153 - MANHATTAN,1750 AMSTERDAM AVENUE,GYM.,2623,GYMNASIUM,TRUE,Inside,FALSE,"1750 AMSTERDAM AVENUE, Manhattan, New York, NY, USA",40.826456,-73.947463
Manhattan,06M153,P.S. 153 Adam Clayton Powell,Elementary,M153,P.S. 153 - MANHATTAN,1750 AMSTERDAM AVENUE,OUTDOOR YARD 1,3750,OUTDOOR YARD,TRUE,Outside,FALSE,"1750 AMSTERDAM AVENUE, Manhattan, New York, NY, USA",40.826456,-73.947463
Manhattan,06M173,P.S. 173,Elementary,M173,P.S. 173 - MANHATTAN,306 FORT WASHINGTON AVENUE,1000,3900,MULTI-PURPOSE NON CLASSROOM,FALSE,Inside,TRUE,"306 FORT WASHINGTON AVENUE, Manhattan, New York, NY, USA",40.845685,-73.9399
Manhattan,06M173,P.S. 173,Elementary,M173,P.S. 173 - MANHATTAN,306 FORT WASHINGTON AVENUE,101,918,DANCE ROOM,FALSE,Inside,FALSE,"306 FORT WASHINGTON AVENUE, Manhattan, New York, NY, USA",40.845685,-73.9399
Manhattan,06M173,P.S. 173,Elementary,M173,P.S. 173 - MANHATTAN,306 FORT WASHINGTON AVENUE,300,4452,GYMNASIUM,TRUE,Inside,FALSE,"306 FORT WASHINGTON AVENUE, Manhattan, New York, NY, USA",40.845685,-73.9399
Manhattan,06M173,P.S. 173,Elementary,M173,P.S. 173 - MANHATTAN,306 FORT WASHINGTON AVENUE,OUTDOOR YARD 1,14600,OUTDOOR YARD,TRUE,Outside,FALSE,"306 FORT WASHINGTON AVENUE, Manhattan, New York, NY, USA",40.845685,-73.9399
Manhattan,06M189,P.S. 189,Elementary,M189,P.S. 189 - MANHATTAN,2580 AMSTERDAM AVENUE,CAF/OLD,1798,GYMNASIUM,FALSE,Inside,FALSE,"2580 AMSTERDAM AVENUE, Manhattan, New York, NY, USA",40.852866,-73.927861
Manhattan,06M189,P.S. 189,Elementary,M189,P.S. 189 - MANHATTAN,2580 AMSTERDAM AVENUE,GYM,1792,GYMNASIUM,FALSE,Inside,FALSE,"2580 AMSTERDAM AVENUE, Manhattan, New York, NY, USA",40.852866,-73.927861
Manhattan,06M189,P.S. 189,Elementary,M189,P.S. 189 - MANHATTAN,2580 AMSTERDAM AVENUE,GYM,1792,GYMNASIUM,FALSE,Inside,FALSE,"2580 AMSTERDAM AVENUE, Manhattan, New York, NY, USA",40.852866,-73.927861
Manhattan,06M189,P.S. 189,Elementary,M189,P.S. 189 - MANHATTAN,2580 AMSTERDAM AVENUE,OUTDOOR YARD 1,20000,OUTDOOR YARD,FALSE,Outside,FALSE,"2580 AMSTERDAM AVENUE, Manhattan, New York, NY, USA",40.852866,-73.927861
Manhattan,06M192,P.S. 192 Jacob H. Schiff,Elementary,M192,P.S. 192 - MANHATTAN,500 WEST 138 STREET,GYM,4810,GYMNASIUM,TRUE,Inside,FALSE,"500 WEST 138 STREET, Manhattan, New York, NY, USA",40.820959,-73.953271
Manhattan,06M192,P.S. 192 Jacob H. Schiff,Elementary,M192,P.S. 192 - MANHATTAN,500 WEST 138 STREET,OUTDOOR YARD 1,11250,OUTDOOR YARD,TRUE,Outside,FALSE,"500 WEST 138 STREET, Manhattan, New York, NY, USA",40.820959,-73.953271
Manhattan,06M192,P.S. 192 Jacob H. Schiff,Elementary,M192,P.S. 192 - MANHATTAN,500 WEST 138 STREET,OUTDOOR YARD 2,7335,OUTDOOR YARD,TRUE,Outside,FALSE,"500 WEST 138 STREET, Manhattan, New York, NY, USA",40.820959,-73.953271
Manhattan,06M314,Muscota,Elementary,M176,P.S./I.S. 176 - MANHATTAN,4862 BROADWAY,125,2596,GYMNASIUM,TRUE,Inside,FALSE,"4862 BROADWAY, Manhattan, New York, NY, USA",40.866364,-73.924041
Manhattan,06M368,Hamilton Heights School,Elementary,M153,P.S. 153 - MANHATTAN,1750 AMSTERDAM AVENUE,GYM.,2623,GYMNASIUM,TRUE,Inside,FALSE,"1750 AMSTERDAM AVENUE, Manhattan, New York, NY, USA",40.826456,-73.947463
Manhattan,06M368,Hamilton Heights School,Elementary,M153,P.S. 153 - MANHATTAN,1750 AMSTERDAM AVENUE,OUTDOOR YARD 1,3750,OUTDOOR YARD,TRUE,Outside,FALSE,"1750 AMSTERDAM AVENUE, Manhattan, New York, NY, USA",40.826456,-73.947463
Manhattan,06M513,Castle Bridge School,Elementary,M128,P.S. 128 - MANHATTAN,560 WEST 169 STREET,123,3850,GYMNASIUM,TRUE,Inside,FALSE,"560 WEST 169 STREET, Manhattan, New York, NY, USA",40.840965,-73.938751
Manhattan,06M513,Castle Bridge School,Elementary,M128,P.S. 128 - MANHATTAN,560 WEST 169 STREET,OUTDOOR YARD 1,1200,OUTDOOR YARD,TRUE,Outside,FALSE,"560 WEST 169 STREET, Manhattan, New York, NY, USA",40.840965,-73.938751
